Year,Type,Authors,Publication,Volume,Pages,ISSN,Title,Impreso,PDF,Group,DOI,Type II,Proyect ID,Institution Authors,Colciencias Clasification,Impact Factor,Proyecto,NPages
2009,Internacional,"Sierra, D Aristizabal; Restrepo, Diego; Zapata, Oscar; ",Physical Review D,80,055010,1550-7998,Decaying neutralino dark matter in anomalous U (1) H models,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1103/physrevd.80.055010,,,Restrepo Quintero Diego Alejandro; Zapata Noreña Oscar,A1,"5,05",,-1
2006,Internacional,"Sierra, Diego Aristizabal; Restrepo, Diego; ",Journal of High Energy Physics,2006,036,1126-6708,Leptonic charged Higgs decays in the Zee model,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1088/1126-6708/2006/08/036,,,Restrepo Quintero Diego Alejandro,A1,"5,375",,-1
2009,Internacional,"De Campos, F; Eboli, Oscar Jose Pinto; Magro, Mauricio B; Restrepo, Diego; ",Physical Review D,79,055008,1550-7998,Searching supersymmetry at the LHCb with displaced vertices,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1103/PhysRevD.79.055008,,,Restrepo Quintero Diego Alejandro,A1,"5,05",,-1
2003,Internacional,"Magro, Mauricio Bernardino; De Campos, Fernando; Éboli, Oscar JP; Porod, Werner; Restrepo, Diego; Valle, José WF; ",Journal of High Energy Physics,2003,071,1126-6708,Probing neutrino mass with multilepton production at the Tevatron in the simplest R-parity violation model,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1088/1126-6708/2003/09/071,,,Restrepo Quintero Diego Alejandro,A1,"5,375",,-1
2010,Internacional,"De Campos, F; Eboli, Oscar Jose Pinto; Hirsch, Martin; Magro, Mauricio Bernardino; Porod, Werner; Restrepo, Diego; Valle, JWF; ",Physical Review D,82,075002,1550-7998,Probing neutrino oscillations in supersymmetric models at the Large Hadron Collider,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1103/PhysRevD.82.075002,,,Restrepo Quintero Diego Alejandro,A1,"4,922",,-1
2008,Internacional,"Sierra, D Aristizabal; Porod, W; Restrepo, D; Yaguna, Carlos E; ",Physical Review D,78,015015,1550-7998,Novel Higgs decay signals in R-parity violating models,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1103/PhysRevD.78.015015,,,Restrepo Quintero Diego Alejandro,A1,"5,05",,-1
2009,Internacional,"De Campos, F; Eboli, Oscar Jose Pinto; Magro, Mauricio Bernardino; Restrepo, Diego; Valle, José WF; ",Physical Review D,80,015002,1550-7998,Finding the Higgs boson through supersymmetry,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1103/PhysRevD.80.015002,,,Restrepo Quintero Diego Alejandro,A1,"5,05",,-1
2005,Internacional,"Carvalho, Fernando Luiz de Campos; Éboli, OJP; Magro, MB; Porod, W; Restrepo, D; Valle, JWF; ",Physical Review D,71,075001,1550-7998,Busca de massa de neutrinos com vértices deslocados no Tevatron,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,Not DOI,,,Restrepo Quintero Diego Alejandro,A1,"5,05",,-1
2012,Internacional,"Nardi, Enrico; Restrepo, Diego; Velasquez, Mauricio; ",European Physical Journal C,72,1941,1434-6044,Neutrino masses in $ SU (5)\ times U (1) _F $ with adjoint flavons,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1140/epjc/s10052-012-1941-1,,,Nardi Enrico; Restrepo Quintero Diego Alejandro,A1,"3,631",,-1
1999,Internacional,"Mira, Jesus M; Nardi, Enrico; Restrepo, Diego A; ",Physical Review D,62,016002,1550-7998,A $ SU (3) _ {c} x SU (2) _ {L} x U (1) _ {\ gamma} x U (1) _ {H} $ gauge model of flavor,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,Not DOI,,,Nardi Enrico,A1,"5,05",,-1
2010,Internacional,"Sansone, Giuseppe; Kelkensberg, F; Pérez-Torres, JF; Morales, Felipe; Kling, Matthias F; Siu, W; Ghafur, Omair; Johnsson, Per; Swoboda, Marko; Benedetti, E; ",Nature,465,763,1743-4378,Electron localization following attosecond molecular photoionization,,,,10.1038/nature09084,,,,A1,"-1,0",,4
2006,Internacional,"Sanz-Vicario, José Luis; Bachau, Henri; Martín, Fernando; ",Physical Review A,73,033410,1050-2947,Time-dependent theoretical description of molecular autoionization produced by femtosecond xuv laser pulses,,,GFAM: Grupo de Física Atómica y Molecular,10.1103/PhysRevA.73.033410,,,Sanz Vicario José Luis,A1,"2,908",,-1
2006,Internacional,"Bozek, JD; Furst, JE; Gay, Timothy J; Gould, H; Kilcoyne, ALD; Machacek, JR; Martín, F; McLaughlin, KW; Sanz-Vicario, JL; ","Journal of Physics B: Atomic, Molecular and Optical Physics",39,4871,0953-4075,Production of excited atomic hydrogen and deuterium from H2 and D2 photodissociation,,,GFAM: Grupo de Física Atómica y Molecular,10.1088/0953-4075/39/23/006,,,Sanz Vicario José Luis,A1,"2,089",,-1
2010,Internacional,"Jiang, YH; Rudenko, A; Plésiat, E; Foucar, L; Kurka, M; Kühnel, KU; Ergler, Th; Pérez-Torres, JF; Martín, F; Herrwerth, O; ",Physical Review A,81,021401,1050-2947,Tracing direct and sequential two-photon double ionization of D 2 in femtosecond extreme-ultraviolet laser pulses,,,,10.1103/PhysRevA.81.021401,,,,A1,"2,866",,-1
2010,Internacional,"Jiang, YH; Rudenko, A; Pérez-Torres, JF; Herrwerth, Oliver; Foucar, L; Kurka, M; Kühnel, KU; Toppin, M; Plésiat, E; Morales, F; ",Physical Review A,81,051402,1050-2947,Investigating two-photon double ionization of D 2 by XUV-pump–XUV-probe experiments,,,,Not DOI,,,,A1,"2,866",,-1
2009,Internacional,"Pérez-Torres, JF; Morales, F; Sanz-Vicario, JL; Martín, F; ",Physical Review A,80,011402,1050-2947,Asymmetric electron angular distributions in resonant dissociative photoionization of H 2 with ultrashort XUV pulses,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Sanz Vicario José Luis,A1,"2,908",,-1
2007,Internacional,"Sanz-Vicario, JL; Palacios, A; Cardona, JC; Bachau, H; Martín, F; ",Journal of Electron Spectroscopy and Related Phenomena,161,182,0368-2048,Ab initio time-dependent method to study the hydrogen molecule exposed to intense ultrashort laser pulses,,,GFAM: Grupo de Física Atómica y Molecular,10.1016/j.elspec.2007.02.011,,,Sanz Vicario José Luis,A1,"1,29",,6
2003,Internacional,"Sanz-Vicario, José Luis; Lindroth, Eva; ",Physical Review A,68,012702,1050-2947,Outer-shell photodetachment of the metastable Be− 1 s 2 2 s 2 p 2 4 P e state,,,GFAM: Grupo de Física Atómica y Molecular,10.1103/physreva.68.012702,,,Sanz Vicario José Luis,A1,"2,908",,-1
2011,Internacional,"Kelkensberg, F; Siu, W; Pérez-Torres, JF; Morales, Felipe; Gademann, G; Rouzee, Arnaud; Johnsson, Per; Lucchini, M; Calegari, F; Sanz-Vicario, Jose Luis; ",Physical Review Letters,107,043002,0031-9007,Attosecond control in photoionization of hydrogen molecules,,,GFAM: Grupo de Física Atómica y Molecular,10.1103/PhysRevLett.107.043002,,,Sanz Vicario José Luis,A1,"7,621",,-1
2008,Internacional,"Cardona, JC; Sanz-Vicario, JL; ","Journal of Physics B: Atomic, Molecular and Optical Physics",41,055003,0953-4075,Autoionizing states in beryllium-like atomic systems using explicitly correlated coordinates,,,GFAM: Grupo de Física Atómica y Molecular,10.1088/0953-4075/41/5/055003,,,Sanz Vicario José Luis,A1,"2,089",,-1
2009,Internacional,"Morales, Felipe; Pérez-Torres, Jhon Fredy; Sanz-Vicario, José Luis; Martín, Fernando; ",Chemical Physics,366,58,0065-2385,Probing H 2 quantum autoionization dynamics with xuv atto and femtosecond laser pulses,,,GFAM: Grupo de Física Atómica y Molecular,10.1016/j.chemphys.2009.09.008,,,Sanz Vicario José Luis,A1,"0,0",,6
2009,Internacional,"Pérez-Torres, JF; Sanz-Vicario, JL; Bachau, H; Martín, F; ","Journal of Physics B: Atomic, Molecular and Optical Physics",43,015204,0953-4075,The role of autoionizing states in two-photon dissociative ionization of H2 by xuv ultrashort laser pulses,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Sanz Vicario José Luis,A1,"2,089",,-1
2010,Internacional,"Dowek, D; Pérez-Torres, JF; Picard, YJ; Billaud, P; Elkharrat, C; Houver, JC; Sanz-Vicario, JL; Martín, F; ",Physical Review Letters,104,233003,0031-9007,Circular dichroism in photoionization of H 2,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Sanz Vicario José Luis,A1,"7,328",,-1
2008,Internacional,"Sanz-Vicario, José Luis; Cardona, Juan Carlos; Lindroth, Eva; ",Physical Review A,78,053411,1050-2947,Outer-shell photodetachment of the metastable Mg−[core] 3 s 3 p 2 and Ca−[core] 4 s 4 p 2 P e 4 states,,,GFAM: Grupo de Física Atómica y Molecular,10.1103/physreva.78.053411,,,Sanz Vicario José Luis,A1,"2,908",,-1
2009,Internacional,"Sanz-Vicario, José Luis; Pérez-Torres, JF; Morales, F; Plessiat, E; Martín, F; ",Journal of Physics: Conference Series,194,012013,1742-6588,Probing H2 autoionizing states with femto-and attosecond laser pulses,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Sanz Vicario José Luis,C,"-1,0",,-1
2009,Nacional,"Pérez-Torres, Jhon F; Sanz-Vicario, José L; Martín, Fernando; ",Revista Colombiana de Química,38,109,0120-2804,ELECTRON ANGULAR DISTRIBUTIONS IN DISSOCIATIVE PHOTOIONIZATION OF THE HYDROGEN MOLECULE,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Sanz Vicario José Luis,A2,"-1,0",,8
2004,Nacional,"Sanz-Vicario, José Luis; Gómez, Juan Carlos Cardona; ",Revista Colombiana de Física,36,,0120-2650,RESONANT STATES IN ATOMIC PHYSICS I: SIMPLE MODELS,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Sanz Vicario José Luis,B,"-1,0",,
2005,Internacional,"Lindroth, E; Gribakin, GF; Sanz-Vicario, JL; Wallenius, J; ",EUROPHYSICS CONFERENCE ABSTRACTS ECA,29,213,0000-0000,Resonances in few-body systems,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Sanz Vicario José Luis,00,"-1,0",,-1
2009,Internacional,"Cardona, Juan Carlos; Sanz-Vicario, José Luis; ",Journal of Physics: Conference Series,194,152019,1742-6588,Computation of resonant states using explicitly correlated coordinates in Be-like atomic systems,,,GFAM: Grupo de Física Atómica y Molecular,10.1088/1742-6596/194/15/152019,,,Sanz Vicario José Luis,C,"-1,0",,-1
2009,Internacional,"Pérez-Torres, Jhon F; Sanz-Vicario, José L; Martín, Fernando; ",Journal of Physics: Conference Series,194,032041,1742-6588,Using ultrashort xuv laser pulses to investigate symmetry breaking in one-photon single-ionization of H2,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Sanz Vicario José Luis,C,"-1,0",,-1
2009,Internacional,"Plésiat, E; Pérez-Torres, JF; Jiang, YH; Rudenko, A; Kühnel, KU; Ergler, Th; Lüdemann, S; Zrost, K; Fischer, D; Foucar, L; ",Journal of Physics: Conference Series,194,022069,1742-6588,Sequential versus nonsequential two-photon double ionization of the D2 molecule at 38 eV,,,,Not DOI,,,,C,"-1,0",,-1
2010,Internacional,"Cardona, Juan Carlos; Sanz-Vicario, José Luis; Martín, Fernando; ",Physical Review A,82,022501,1050-2947,Complete Feshbach-type calculations of energy positions and widths of autoionizing states in Li-like atoms,,,GFAM: Grupo de Física Atómica y Molecular,10.1103/PhysRevA.82.022501,,,Sanz Vicario José Luis,A1,"2,866",,-1
2010,Internacional,"Sanz‐Vicario, JL; Pérez‐Torres, JF; Morales, F; Plésiat, E; Martín, F; ",International Journal of Quantum Chemistry,110,2462,0020-7608,Molecular frame photoelectron angular distributions for H2 ionization by single and trains of attosecond XUV laser pulses,,,GFAM: Grupo de Física Atómica y Molecular,10.1002/qua.22586,,,Sanz Vicario José Luis,A1,"1,315",,10
2009,Nacional,"Torres, Jhon Fredy Pérez; Vicarioa, José Luis Sanz; ",Revista Colombiana de Física,41,,0120-2650,Perturbed Hooke’s Atom Exposed to Intense Ultrashort Laser Pulses,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Sanz Vicario José Luis,B,"-1,0",,
2009,Nacional,"Cardona, Juan Carlos; Vicario, José Luis Sanz; Lindroth, Eva; ",Revista Colombiana de Física,41,223,0120-2650,Accurate Computation of Resonant States of Three-Electron Atomic Systems: A Complex Scaled Hylleraas CI Method,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Sanz Vicario José Luis,B,"-1,0",,3
2004,Nacional,"Sanz-Vicario, José Luis; Gómez, Juan Carlos Cardona; ",Revista Colombiana de Física,36,,0120-2650,RESONANT STATES IN ATOMIC PHYSICS II: CSCI APPROACH IN NEGATIVE IONS,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Sanz Vicario José Luis,B,"-1,0",,
2009,Nacional,"Valencia, Felipe Pérez; Vicario, José Luis Sanz; ",Revista Colombiana de Física,41,,0120-2650,Laser Assisted Antiproton-Hydrogen Collisions.,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Sanz Vicario José Luis,B,"-1,0",,
2008,Internacional,"Gay, TJ; Litaker, E; Machacek, JR; Furst, JE; Kilcoyne, ALD; Martin, F; McLaughlin, KW; Sanz-Vicario, JL; ",APS Meeting Abstracts,1,2006,0000-0000,Ly-alpha and H-alpha Optical Excitation Functions Resulting From Photodissociation of H2 and D2,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Sanz Vicario José Luis,00,"-1,0",,-1
2009,Internacional,"Pérez-Torres, JF; Sanz-Vicario, JL; Bachau, H; Martín, F; ",Journal of Physics: Conference Series,194,032054,1742-6588,Two-photon dissociative ionization of H2 by ultrashort xuv laser pulses,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Sanz Vicario José Luis,C,"-1,0",,-1
2009,Internacional,"Cardona, Juan Carlos; Sanz-Vicario, Jose Luis; Martín, Fernando; ",Journal of Physics: Conference Series,194,152013,1742-6588,Complete Feshbach-type projection method to compute autoionizing states in Li-like atomic systems,,,GFAM: Grupo de Física Atómica y Molecular,10.1088/1742-6596/194/15/152013,,,Sanz Vicario José Luis,C,"-1,0",,-1
2009,Internacional,"Jiang, YH; Rudenko, A; Kühnel, KU; Ergler, Th; Lüdemann, S; Zrost, K; Fischer, D; Pérez-Torres, J; Plésiat, E; Martín, F; ",Journal of Physics: Conference Series,194,032057,1742-6588,Sequential and direct two-photon double ionization of D2 at FLASH,,,,Not DOI,,,,C,"-1,0",,-1
2008,Internacional,"Osorio-Guillen, Jorge; Lany, Stephan; Zunger, Alex; ",Physical Review Letters,100,036601,0031-9007,"Atomic control of conductivity versus ferromagnetism in wide-gap oxides via selective doping: V, Nb, Ta in anatase TiO 2",,,GES: Estado Sólido,10.1103/PhysRevLett.100.036601,,,Osorio Guillén Jorge Mario,A1,"7,18",,-1
2002,Internacional,"Osorio-Guillen, JM; Simak, SI; Wang, Y; Johansson, Börje; Ahuja, Rajeev; ",Solid state communications,123,257,0038-1098,Bonding and elastic properties of superconducting MgB 2,,,GES: Estado Sólido,10.1016/s0038-1098(02)00306-x,,,Osorio Guillén Jorge Mario,A1,"-1,0",,6
2008,Internacional,"Luo, Wei; De Almeida, J Souza; Osorio-Guillen, JM; Ahuja, Rajeev; ",Journal of Physics and Chemistry of Solids,69,2274,0022-3697,Electronic structure of a thermoelectric material: CsBi 4 Te 6,,,GES: Estado Sólido,Not DOI,,,Osorio Guillén Jorge Mario,A1,"1,103",,3
2007,Internacional,"Lany, S; Osorio-Guillen, J; Raebiger, H; Zunger, A; ",APS Meeting Abstracts,1,20010,0000-0000,Natural off-stoichiometry and asymmetry in p/n-dopability of wide-gap oxides^ 1,,,GES: Estado Sólido,Not DOI,,,Osorio Guillén Jorge Mario,00,"-1,0",,-1
2006,Internacional,"Osorio-Guillen, J; Lany, S; Barabash, SV; Zunger, A; ",Physical Review Letters,96,107203,0031-9007,"Condensed Matter: Electronic Properties, etc.-Magnetism without Magnetic Ions: Percolation, Exchange, and Formation Energies of Magnetism-Promoting Intrinsic Defects in CaO",,,GES: Estado Sólido,Not DOI,,,Osorio Guillén Jorge Mario,A1,"7,18",,198
2004,Internacional,"Osorio-Guillen, JM; Souvatzis, P; ",Journal of Physics-Condensed Matter,0,5241,0953-8984,Elastic properties of Mg~(~ 1~-~ x~) Al~ xB~ 2 from first principles theory,,,GES: Estado Sólido,Not DOI,,,Osorio Guillén Jorge Mario,A1,"1,9",,10
2006,Internacional,"Franceschetti, A; Barabash, SV; Osorio-Guillen, J; Zunger, A; Schilfgaarde, M van; ",Physical Review B,74,241303,1098-0121,"RAPID COMMUNICATIONS-Semiconductors II: Surfaces, interfaces, microstructures, and related topics-Enhancement of interactions between magnetic ions in semiconductors due to declustering",,,GES: Estado Sólido,Not DOI,,,Osorio Guillén Jorge Mario,A1,"3,322",,-1
2010,Internacional,"Osorio‐Guillén, Jorge; Lany, Stephan; Zunger, Alex; ",PHYSICS OF SEMICONDUCTORS: 29th International Conference on the Physics of Semiconductors,1199,128,0000-0000,Nonstoichiometry and hole doping in NiO,,,GES: Estado Sólido,10.1063/1.3295330,,,Osorio Guillén Jorge Mario,00,"-1,0",,2
2011,Internacional,"Espinosa-García, WF; Ruiz-Tobón, CM; Osorio-Guillén, JM; ",Physica B,406,3788,0921-4526,The elastic and bonding properties of the sulvanite compounds: A first-principles study by local and semi-local functionals,,,GES: Estado Sólido,10.1016/j.physb.2011.06.060,,,Osorio Guillén Jorge Mario,A1,"0,856",,6
2006,Internacional,"Osorio-Guillen, Jorge; Zhao, Yu-Jun; Barabash, Sergey V; Zunger, Alex; ",Physical Review B,74,35305,1098-0121,"Semiconductors II: Surfaces, interfaces, microstructures, and related topics-Structural stability of (Ga, Mn) As from first principles: Random alloys, ordered compounds, and superlattices",,,GES: Estado Sólido,Not DOI,,,Osorio Guillén Jorge Mario,A1,"3,322",,1
2003,Internacional,"de Oliveira, AC; Freitas Jr, JA; Moore, WJ; Silva, A; Pepe, I; Almeida, J; Osório-Guillén, JM; Ahuja, R; Persson, C; Järrendahl, K; ",Materials Research,6,43,1531-7331,Spectroscopy studies of 4H-SiC,,,GES: Estado Sólido,10.1590/S1516-14392003000100008,,,Osorio Guillén Jorge Mario,A1,"7,947",,3
2006,Internacional,"Osorio-Guillen, Jorge; Lany, S; Barabash, SV; Zunger, Alex; ",APS Meeting Abstracts,1,20001,0000-0000,Defect-induced Ferromagnetism in Insulators without Magnetic Ions: The Case of Cation Vacancy in CaO,,,GES: Estado Sólido,Not DOI,,,Osorio Guillén Jorge Mario,00,"-1,0",,-1
2003,Internacional,"de Oliveira, AC; Freitas Jr, JA; Moore, WJ; Ferreira da Silva, A; Pepe, I; Almeida, J; Braga, GCB; Osório-Guillen, JM; Persson, C; Ahuja, R; ",Materials Research,6,47,1531-7331,Photoacoustic and transmission studies of SiC polytypes,,,GES: Estado Sólido,10.1590/S1516-14392003000100009,,,Osorio Guillén Jorge Mario,A1,"7,947",,3
2006,Internacional,"de Dios-Leyva, M; Reyes-Gómez, E; Perdomo-Leiva, CA; Oliveira, LE; ",Physical Review B,73,085316,1098-0121,"Effects of non-parabolicity and in-plane magnetic fields on the cyclotron effective mass and g⊥-factor in GaAs-(Ga, Al) As quantum wells",,,GES: Estado Sólido,10.1103/PhysRevB.73.085316,,,Reyes Gómez Ernesto Amador,A1,"3,322",,-1
2007,Internacional,"Cavalcanti, SB; de Dios-Leyva, M; Reyes-Gómez, E; Oliveira, LE; ",Physical Review E,75,026607,1063-651X,Photonic band structure and symmetry properties of electromagnetic modes in photonic crystals,,,GES: Estado Sólido,10.1103/PhysRevE.75.026607,,,Reyes Gómez Ernesto Amador,C,"-1,0",,-1
